TransactionNo,Items
7340,Bread
7341,"Mineral water, Coffee, Soup"
7342,"Bread, Pastry"
7343,"Tea, Cookies"
7344,Coffee
7345,Coffee
7346,"Coffee, Coke, Sandwich, Soup"
7347,"Coffee, Farm House"
7348,"Baguette, Scandinavian, Pastry"
7349,"Hot chocolate, Tea, Sandwich, Sandwich"
7350,Coffee
7351,"Tea, Cake"
7352,"Coffee, Coffee, Alfajores, Pastry"
7353,"Coffee, Hot chocolate"
7354,"Coffee, Coffee, Coffee"
7355,"Coffee, Sandwich"
7356,"Tea, Tea, Bread, Alfajores, Bread, Spanish Brunch"
7357,"Hot chocolate, Coffee, Coffee, Cookies"
7358,"Coffee, Cake"
7359,"Tea, Cookies"
7360,"Smoothies, Cake, Coffee, Bread"
7361,Bread
7362,Bread
7363,Vegan Feast
7364,"Coffee, Coffee, Cake, Cake"
7365,"Hot chocolate, Tea, Pastry"
7366,"Cake, Coffee, Hot chocolate"
7367,"Bread, Tea, Coffee"
7368,Coffee
7369,Coffee
7370,"Coffee, Tea, Toast"
7371,"Coffee, Coffee"
7372,Bread
7373,"Coffee, Coffee, Alfajores, Pastry, Pastry, Juice"
7374,"Coffee, Baguette"
7375,"Coffee, Coffee, Cake, Pastry"
7376,"Tea, Coffee"
7377,"Bread, Pastry"
7378,"Bread, Pastry"
7379,"Vegan mincepie, Coffee, Baguette"
7380,Baguette
7381,"Bread, Coffee, Tea"
7382,"Coffee, Cake, Cake, Toast, Juice"
7383,"Hot chocolate, Truffles"
7384,"Coffee, Toast"
7385,Hot chocolate
7386,Bread
7387,Tea
7388,Chicken Stew
7389,Chicken Stew
7390,"Soup, Chicken Stew, Tea, Tea, Bread"
7391,"Bread, Pastry"
7392,"Mineral water, Salad"
7393,"Duck egg, Sandwich, Soup, Truffles, Coffee"
7394,"Coffee, Bread"
7395,"Hot chocolate, Sandwich"
7396,Bread
7397,"Coffee, Coffee, Tea, Tea, Soup, Chicken Stew, Cake, Cake"
7398,"Cookies, Coffee"
7399,Farm House
7400,"Coffee, Coffee, Bread"
7401,"Tea, Coke, Truffles, Bread"
7402,Bread
7403,"Cake, Bread, Tea"
7404,"Bread, Smoothies"
7405,Coffee
7406,"Coffee, Juice"
7407,Coffee
7408,Bread
7409,"Tea, Toast, Coffee"
7410,"Jam, Bread"
7411,"Coffee, Pastry"
7412,Bread
7413,Bread
7414,"Tea, Cake"
7415,"Bread, Hot chocolate"
7416,"Coffee, Coffee, Cake"
7417,"Bread, Pastry, Hot chocolate, Coffee"
7418,"Hot chocolate, Coffee, Cake"
7419,"Coffee, Toast"
7420,"Cake, Coffee"
7421,"Pastry, Pastry, Bread"
7423,"Coffee, Coffee, Tea"
7424,"Coffee, Coffee, Baguette"
7425,"Coffee, Coffee, Pastry"
7426,"Bread, Pastry"
7427,Bread
7428,"Coffee, Coffee, Cookies"
7429,"Coffee, Sandwich"
7430,Tea
7431,Bread
7432,Bread
7433,"Tea, Tea"
7434,Bread
7435,"Coffee, Coffee"
7436,Chicken Stew
7437,"Coffee, Sandwich"
7438,"Coffee, Hot chocolate, Bread, Pastry"
7439,"Coffee, Coffee, Bread"
7440,"Coffee, Coffee, Coffee, Bread"
7441,"Hot chocolate, Pastry"
7442,"Coffee, Hot chocolate"
7443,"Coffee, Tea"
7444,"Tea, Tea"
7445,"Coffee, Cake"
7446,"Coffee, Cake"
7447,"Muffin, Bread"
7448,"Tea, Tea, Pastry"
7449,Cake
7450,Bread
7451,Bread
7452,Bread
7453,"Bread, Pastry"
7454,"Bread, Bread"
7455,Coffee
7456,"Coffee, Coffee, Toast"
7457,"Coffee, Coffee"
7458,"Coffee, Coffee"
7459,"Coffee, Coffee, Juice, Cake, Cookies"
7460,Coffee
7461,"Coffee, Tiffin"
7462,Bread
7463,Coffee
7464,"Coffee, Pastry, Pastry"
7465,"Pastry, Pastry, Bread, Sandwich, Coffee"
7466,Fudge
7467,Scandinavian
7468,"Bread, Hot chocolate"
7469,"Fudge, Fudge, Coffee, Alfajores"
7470,Coffee
7471,"Coffee, Coffee"
7472,Tea
7473,Bread
7474,Bread
7475,"Coffee, Pastry"
7476,"Coffee, Tea"
7477,Sandwich
7478,"Coffee, Cake, Tiffin"
7479,Coffee
7480,"Coffee, Pastry, Tea"
7481,Coffee
7482,"Coffee, Coffee"
7483,"Chicken Stew, Sandwich, Mineral water"
7484,"Cookies, Cake, Bread"
7485,"Bread, Pastry, Coffee, Eggs"
7486,Bread
7487,"Coffee, Salad, Sandwich"
7488,"Coffee, Bread, Pastry"
7489,"Bread, Bread, Coffee"
7490,"Chicken Stew, Tea"
7491,"Cookies, Sandwich, Coffee, Coffee"
7492,"Coffee, Coffee, Tiffin, Alfajores"
7493,"Bread, Pastry, Pastry"
7494,"Tiffin, Hot chocolate"
7495,"Spanish Brunch, Duck egg, Tea, Bread"
7496,"Tea, Soup, Cookies"
7497,"Juice, Muffin, Cake, Soup"
7498,"Sandwich, Coffee, Coke, Smoothies"
7499,Afternoon with the baker
7500,"Coffee, Coffee, Sandwich"
7501,"Pastry, Scone, Bread"
7502,"Coffee, Bread"
7503,Bread
7504,Sandwich
7505,"Coffee, Cookies"
7506,Scone
7507,Coffee
7508,"Bread, Bread, Tiffin, Sandwich"
7509,"Tea, Juice, Bread, Afternoon with the baker"
7510,"Scone, Coffee"
7511,Cake
7512,"Coffee, Coffee, Truffles, Alfajores, Scone"
7513,Coffee
7514,Bread
7515,Coffee
7516,"Coffee, Scone, Bread"
7517,Bread
7518,Coffee
7519,"Coffee, Coke, Pastry"
7520,"Farm House, Coffee, Hot chocolate"
7521,"Bread, Pastry"
7522,Scone
7523,"Pastry, Coffee"
7524,"Scone, Bread"
7525,"Coffee, Juice, Tiffin, Brownie"
7526,"Alfajores, Scandinavian"
7527,Bread
7528,"Tea, Juice, Coffee"
7529,"Pastry, Pastry, Scone, Coffee"
7530,"Muffin, Scone, Coffee"
7531,Bread
7532,Coffee
7533,Bread
7534,"Baguette, Scone, Medialuna, Cookies, Scandinavian"
7535,"Bread, Coffee, Bread"
7536,"Coffee, Coffee, Pastry, Bread"
7537,Baguette
7538,Bread
7539,"Bread, Cake, Jammie Dodgers"
7540,"Bread, Coffee, Sandwich, Extra Salami or Feta"
7541,"Cake, Brownie, Mineral water, Coffee, Tea, Hot chocolate"
7542,"Coffee, Coke"
7543,Bread
7544,"Tea, Coffee"
7545,"Coffee, Coffee, Coffee, Cookies"
7546,Bread
7547,"Spanish Brunch, The Nomad, Coffee"
7548,"Coffee, Muffin"
7549,"Scone, Coffee"
7550,"Coffee, Coffee, Bread, Tiffin"
7551,Baguette
7552,"Bread, Coffee"
7553,"Coffee, Smoothies, Brownie, Sandwich, Sandwich"
7554,"Toast, Scone, Brownie, Coffee, Coke"
7555,"Bread, Bread, Cake, Soup, Smoothies, Sandwich"
7556,Bread
7557,"Coffee, Juice, Toast, Sandwich, Baguette"
7558,"Bread, Coffee"
7559,Coffee
7560,"Coffee, Spanish Brunch"
7561,"Bread, Brownie, Scandinavian, Coffee, Coffee, Soup"
7562,Pastry
7563,Vegan Feast
7564,"Cake, Muffin"
7565,Baguette
7566,"Sandwich, Chicken Stew, Coffee, Truffles, Coke"
7567,"Tea, Scone, Soup"
7568,Bread
7569,"Soup, Sandwich, Juice"
7570,"Cookies, Mineral water, Coffee"
7571,"Cookies, Pastry, Coffee"
7572,"Sandwich, Coffee, Soup, Art Tray, Scone, Brownie"
7573,"Cake, Tiffin"
7574,"Scone, Tea"
7575,"Brownie, Cookies"
7576,"Sandwich, Juice"
7577,"Hot chocolate, Coffee, Cake, Scone, Cookies, Bread"
7578,"Tea, Hot chocolate, Cake, Salad"
7579,"Bread, Tea, Soup, Sandwich"
7580,"Spanish Brunch, Sandwich"
7581,"Toast, Bread"
7582,"Coffee, Tea, Toast"
7583,Scone
7584,"Scone, Coffee, Coffee"
7585,"Bread, Brownie"
7586,"Tea, Soup"
7587,"Hot chocolate, Coffee, Cake, Scone"
7588,"Coke, Tea, Brownie"
7589,"Hot chocolate, Truffles, Spanish Brunch"
7590,"Chicken Stew, Granola, Coke"
7591,"Spanish Brunch, Smoothies"
7592,Bread
7593,"Coffee, Coffee, Scone"
7594,Tea
7595,Tea
7596,Scandinavian
7597,"Coffee, Hot chocolate"
7598,"Scone, Cake, Bread, Bread, Coffee, Hot chocolate"
7599,"Tea, Scone, Bread"
7600,Scandinavian
7601,"Coffee, Coffee, Bread"
7602,"Bread, Coffee, Scone, Cookies, Soup, Salad, Truffles, Mineral water"
7603,"Tiffin, Coffee, Tea"
7604,Coffee
7605,"Bread, Hot chocolate, Scone"
7606,"Tea, Tea, Coffee, Cake, Scone"
7607,Bread
7608,"Scandinavian, Muffin"
7609,Scandinavian
7610,Farm House
7611,"Bread, Medialuna"
7612,"Coffee, Spanish Brunch"
7613,Coffee
7614,Coffee
7615,"Bread, Coffee, Pastry, Spanish Brunch"
7616,"Bread, Scone"
7617,"Bread, Coffee, Coffee, Toast"
7618,Bread
7619,"Pastry, Bread, Pastry"
7620,"Hot chocolate, Cookies, Pastry"
7621,"Coffee, Coffee, The Nomad"
7622,"Coffee, Jammie Dodgers, Muffin, Tea"
7623,Coffee
7624,"Coffee, Brownie"
7625,Coffee
7626,"Bread, Coffee"
7627,"Coffee, Coffee, Hot chocolate, Muffin"
7628,Bread
7629,Farm House
7630,"Coffee, Tiffin"
7631,"Coffee, Coffee, Toast, Pastry, Scone"
7632,Coffee
7633,Jam
7634,"Pastry, Cake, Coffee"
7635,"Soup, Coffee, Juice, Tea"
7636,Pastry
7637,Coffee
7638,"Jammie Dodgers, Coffee"
7639,Coffee
7640,Coffee
7641,Muffin
7642,"Coffee, Cake, Muffin"
7643,"Pastry, Bread"
7644,"Coffee, Pastry, Bread"
7645,Hot chocolate
7646,"Juice, Cake, Coffee"
7647,"Coke, Sandwich"
7648,"Sandwich, Smoothies"
7649,"Coffee, Coffee"
7650,Scone
7651,"Cake, Bread, Coffee, Juice"
7652,"Cake, Coffee, Tea"
7653,"Truffles, Coffee, Cake, Pastry, Sandwich"
7654,Tiffin
7655,"Coffee, Cake"
7656,"Cake, Scone, Medialuna, Soup, Coffee, Coffee, Tea"
7657,Coffee
7658,"Bread, Coffee"
7659,"Coffee, Medialuna, Pastry"
7660,"Jammie Dodgers, Tiffin"
7661,"Coffee, Bread, Alfajores"
7663,Afternoon with the baker
7664,Afternoon with the baker
7665,Afternoon with the baker
7666,"Afternoon with the baker, Afternoon with the baker"
7667,Afternoon with the baker
7668,Jammie Dodgers
7669,Coffee
7670,Coffee
7671,"Coffee, Bread"
7672,Coffee
7673,Bread
7674,Bread
7675,"Coffee, Pastry"
7676,Bread
7677,"Tea, Pastry"
7678,Pastry
7679,Tea
7680,Coffee
7681,Farm House
7682,Coffee
7683,"Cookies, Pastry, Coffee, Coffee"
7684,"Bread, Coffee, Toast"
7685,"Tea, Coffee, Cake"
7686,"Toast, Coffee"
7687,"Coffee, Toast"
7688,Bread
7689,Bread
7690,Bread
7691,"Farm House, Cake"
7692,"Soup, Coffee"
7693,Coffee
7694,"Bread, Sandwich"
7695,Bread
7696,"Juice, Coffee, Sandwich, Cake"
7697,Bread
7698,Tea
7699,"Cake, Bread"
7700,"Chicken Stew, Coffee"
7701,Coffee
7702,"Coffee, Salad"
7703,"Soup, Bread"
7704,"Bread, Cake"
7705,Bread
7706,"Coffee, Coffee, Cake, Sandwich, Sandwich"
7707,"Cake, Truffles, Tea, Coffee, Salad, Chicken Stew"
7708,"Coffee, Juice, Drinking chocolate spoons "
7709,"Bread, Sandwich, Coffee, Coffee, Soup, Cake"
7710,Juice
7711,Tea
7712,Bread
7713,"Tea, Hot chocolate, Cake"
7714,"Tea, Coffee, Toast, Pastry"
7715,"Coffee, Cake"
7716,Afternoon with the baker
7717,Bread
7718,Coffee
7719,"Toast, Coffee"
7720,"Bread, Cookies, Pastry"
7721,Coke
7722,Coffee
7723,"Coffee, Tea"
7724,"Bread, Pastry"
7725,Coffee
7726,Coffee
7727,"Bread, Pastry"
7728,Baguette
7729,Bread
7730,Coffee
7731,"Tea, Coffee"
7732,"Coffee, Coffee, Granola"
7733,Coffee
7734,Bread
7735,"Bread, Sandwich"
7736,Coffee
7737,Coffee
7738,"Bread, Toast"
7739,"Hot chocolate, Coffee, Pastry, Cookies"
7740,"Coffee, Coffee, Bread, Cookies"
7741,Baguette
7742,"Bread, Tea"
7743,Coffee
7744,Coffee
7745,Bread
7746,"Coffee, Bread, Pastry"
7747,Bread
7748,"Pastry, Coffee, Bread, Spanish Brunch"
7749,"Soup, Coffee, Coffee"
7750,"Bread, Salad, Spanish Brunch, Jam"
7751,"Tea, Soup"
7753,"Coffee, Soup, Sandwich"
7754,"Hot chocolate, Coffee, Sandwich, Cake"
7755,"Coffee, Salad, Tiffin"
7756,"Hot chocolate, Coffee, Sandwich, Cake"
7757,"Coffee, Soup, Spanish Brunch"
7758,Cookies
7759,Farm House
7760,"Farm House, Soup, Salad, Spanish Brunch, Toast, Coffee, Coffee"
7761,Fudge
7762,"Chicken Stew, Tea"
7763,Farm House
7764,"Cake, Tiffin, Coffee, Coffee"
7765,"Spanish Brunch, Tea"
7766,Bread
7767,Coffee
7768,"Pastry, Tiffin, Truffles, Bread, Soup"
7769,Bread
7770,"Bread, Pastry"
7771,"Coffee, Cake"
7772,"Tea, Tea, Cake, Cake"
7773,"Cake, Tea"
7774,"Hot chocolate, Coffee, Bread"
7775,Bread
7776,"Bread, Bread"
7777,Bread
7778,"Bread, Pastry"
7779,"Pastry, Coffee"
7780,"Medialuna, Bread"
7781,"Toast, Bread"
7782,Bread
7783,"Coffee, Coffee, Cake"
7784,"Tea, Tea, Bread, Coffee, Pastry"
7785,Bread
7786,Pastry
7787,Bread
7788,Baguette
7789,"Coffee, Coffee, Pastry"
7790,Bread
7791,"Coffee, Coffee"
7792,"Coffee, Coffee, Chicken Stew, Salad"
7793,Bread
7794,Soup
7795,"Truffles, Coffee, Sandwich, Sandwich, Bread"
7796,"Soup, Soup, Mineral water, Farm House"
7797,Bread
7798,"Coffee, Tea, Soup"
7799,Chicken Stew
7800,Coffee
7801,"Cake, Jammie Dodgers"
7802,Bread
7803,"Coffee, Coffee, Coffee, Tea, Cake, Scone, Sandwich, Sandwich"
7804,Baguette
7805,"Tea, Juice, Scone, Cake"
7806,"Bread, Pastry"
7807,"Coffee, Tiffin, Cake, Truffles"
7808,"Coffee, Jammie Dodgers"
7809,"Coffee, Toast"
7810,Bread
7811,"Pastry, Coffee"
7812,Coffee
7813,"Coffee, Toast, Bread"
7814,Baguette
7815,"Coffee, Toast"
7816,"Coffee, Tea, Cake, Bread"
7817,"Bread, Hot chocolate"
7818,"Coffee, Baguette"
7819,"Tiffin, Cake"
7820,Coffee
7821,Coffee
7822,"Cake, Juice"
7823,Bread
7824,"Coffee, Tiffin"
7825,"Tea, Sandwich"
7826,"Sandwich, Tea"
7827,"Coffee, Chicken Stew"
7828,"Sandwich, Cookies"
7829,"Salad, Coffee, Juice"
7830,"Tea, Bread, Salad, Sandwich"
7831,"Bread, Pastry, Truffles"
7832,"Bread, Scandinavian"
7833,"Chicken Stew, Coffee"
7834,Soup
7835,"Coffee, Sandwich"
7836,"Cookies, Soup"
7837,Christmas common
7838,Coffee
7839,"Soup, Sandwich, Coffee, Medialuna"
7840,"Coffee, Coffee, Hot chocolate, Coffee, Pastry, Cake"
7841,Coffee
7842,Pastry
7843,"Bread, Coffee, Pastry, Chicken Stew"
7844,Coffee
7845,"Tea, Cake"
7846,"Truffles, Spanish Brunch, Cake, Coffee"
7847,"Truffles, Spanish Brunch, Cake"
7848,"Bread, Tea, Scone"
7849,"Coke, Tea"
7850,"Tea, Cake"
7851,Coke
7852,"Bread, Cake, Coffee, Bread"
7853,"Coffee, Coffee, Tea, Cake, Scone, Cookies"
7854,Coffee
7855,Coffee
7856,Coffee
7857,Bread
7858,"Coffee, Bread, Pastry"
7859,"Coffee, Bread, Spanish Brunch"
7860,"Bread, Toast"
7861,Bread
7862,Baguette
7863,"Coffee, Pastry"
7864,"Hot chocolate, Tea, Cake"
7865,"Coffee, Bread"
7866,"Bread, Bread, Pastry"
7867,Coffee
7868,"Pastry, Pastry"
7869,"Bread, Coffee, Coffee, Bread, Toast"
7870,Coffee
7871,Bread
7872,Coffee
7873,"Bread, Cookies"
7874,"Medialuna, Bread"
7875,Tea
7876,"Coffee, Cake, Jam, Truffles"
7877,"Coffee, Coffee, Juice, Pastry, Cookies"
7878,"Coffee, Tiffin, Bread"
7879,"Cake, Cookies, Cookies, Coffee, Coffee, Juice"
7880,"Vegan Feast, Pastry, Coffee, Coffee"
7881,"Coffee, Pastry"
7882,"Coffee, Bread"
7883,"Bread, Coffee"
7884,Bread
7885,"Coffee, Coffee, Medialuna"
7886,Coffee
7887,"Coffee, Tea, Tiffin"
7888,"Bread, Bread"
7889,Brownie
7890,Coffee
7891,"Tea, Sandwich, Sandwich"
7892,"Coffee, Tiffin"
7893,"Bread, Scone"
7894,"Soup, Salad, Bread"
7895,"Sandwich, Coke"
7896,"Toast, Coffee, Bread"
7897,"Cake, Sandwich, Sandwich, Coffee"
7898,"Truffles, Soup"
7899,"Vegan mincepie, Cookies, Tiffin, Bread"
7900,Cookies
7901,Soup
7902,"Coffee, Spanish Brunch"
7903,"Coffee, Scone"
7904,"Bread, Coffee, Sandwich"
7905,"Salad, Spanish Brunch, Coke"
7906,"Coffee, Tea, Bread, Tiffin, Chicken Stew"
7907,"Tea, Bread, Cake"
7908,"Truffles, Mineral water, Bread, Scone, Spanish Brunch"
7909,Coffee
7910,"Truffles, Cake"
7911,Coffee
7912,"Coffee, Bread"
7913,"Cookies, Tiffin"
7914,Tea
7915,"Medialuna, Medialuna, Coffee"
7916,"Coffee, Toast"
7917,"Baguette, Farm House"
7918,Medialuna
7919,"Cake, Bread"
7920,Bread
7921,"Coffee, Tea"
7922,"The Nomad, Coffee, Medialuna"
7923,"Duck egg, Tea"
7924,"Coffee, Coffee, Scone, Bread"
7925,"Scandinavian, Tea, Coffee"
7926,"Scandinavian, Bread"
7927,"Chocolates, Coffee, Coke"
7928,"Coffee, Coffee, Bread"
7929,"Tea, Tea, Juice"
7930,"Scone, Pastry, Coffee"
7931,"Coffee, Coffee"
7932,Baguette
7933,"Tea, Tea, Spanish Brunch, Fudge, Jam"
7934,"Coffee, Spanish Brunch, Truffles"
7935,"Scone, Cake, Scandinavian"
7936,Coffee
7937,"Sandwich, Coffee"
7938,"Bread, Farm House"
7939,"Bread, Toast, Cookies"
7940,Bread
7941,"Farm House, Coffee, Cookies"
7942,"Spanish Brunch, Bread, Cake, Medialuna, Coffee, Brownie"
7943,"Pastry, Coffee, Soup, Sandwich"
7944,Muffin
7945,Tea
7946,Tiffin
7947,"Bread, Coffee"
7948,Bread
7949,"Hot chocolate, Bread, Cookies"
7950,"Bread, Juice, Cake, Jammie Dodgers"
7951,"Scone, Bread"
7952,"Tea, Bread, Hot chocolate, Tiffin"
7953,"Coffee, Bread"
7954,Coffee
7955,"Cake, Granola, Coffee, Sandwich, Coffee"
7956,Scone
7957,"Pastry, Sandwich"
7958,"Sandwich, Sandwich, Coffee, Coffee"
7959,"Bread, Pastry, Cake"
7960,Pastry
7961,"Brownie, Drinking chocolate spoons , Bread, Coffee, Sandwich, Sandwich"
7962,"Coffee, Coffee, Sandwich, Sandwich"
7963,"Jammie Dodgers, Bread"
7964,"Tea, Cake"
7965,"Coffee, Coffee"
7966,"Tea, Juice, Muffin, Salad"
7967,"Tea, Spanish Brunch"
7968,"Spanish Brunch, Sandwich, Toast, Cake, Medialuna, Chicken Stew"
7969,Bread
7970,"Soup, Bread"
7971,"Bread, Coffee, Juice, Scone"
7972,"Coffee, Toast, Scone"
7973,Bread
7974,"Bread, Bread, Cake"
7975,"Brownie, Coke"
7976,"Coffee, Sandwich"
7977,"Bread, Jammie Dodgers, Cake"
7978,"Coffee, Bread, Scone"
7979,"Coffee, Coffee, Scone, Cake"
7980,"Sandwich, Coffee, Coffee"
7981,"Argentina Night, Vegan Feast"
7982,"Coffee, Cake"
7983,"Cake, Tea"
7984,"Tea, Cake, Scone"
7985,Bread
7986,Bread
7987,Coffee
7988,"Coffee, Cake"
7989,Coffee
7990,Coffee
7991,"Bread, Juice, Muffin, Cookies"
7992,"The Nomad, Duck egg, Coffee, Coffee, Tea"
7993,"Coffee, Muffin"
7994,"Hot chocolate, Coffee, Scone, Cake"
7995,"Coffee, Pastry"
7996,"Coffee, Pastry"
7997,"Scone, Bread"
7998,Bread
7999,"Coffee, Sandwich, Brownie"
8000,"Coffee, Cake"
8001,"Scone, Coffee, Coffee, Spanish Brunch"
8002,"Coffee, Coffee"
8003,"Bread, Coffee"
8004,"Coffee, Spanish Brunch"
8005,"Spanish Brunch, Coffee"
8006,Bread
8007,"Cake, Muffin, Vegan Feast"
8008,"Bread, Bread, Brownie"
8009,Coffee
8010,"Bread, Coffee"
8011,"Coffee, Coffee, Bread, Hot chocolate, Cake, Cake, Vegan mincepie, Bread"
8012,"Tea, Muffin, Jammie Dodgers"
8013,Bread
8014,Tea
8015,"Pastry, Scone, Coffee, Tea"
8016,"Coffee, Pastry"
8017,Baguette
8018,"Cookies, Coffee"
8019,Coffee
8020,Coffee
8021,Bread
8022,"Coffee, Truffles, Juice"
8023,Coffee
8024,Coffee
8025,"Smoothies, Spanish Brunch"
8026,"Coffee, Juice, Toast, Muffin"
8027,Bread
8028,"The Nomad, Coffee"
8029,Hot chocolate
8030,"Bread, Spanish Brunch"
8031,"Tea, Spanish Brunch"
8032,"Coffee, Smoothies, Cookies, Medialuna, Scone"
8033,"Half slice Monster , Tiffin, Coffee, Juice"
8034,Baguette
8035,"Coffee, Coke, Tea, Sandwich, Spanish Brunch"
8036,Bread
8037,"Hot chocolate, Coffee, Cookies"
8038,"Soup, Coffee, Cake"
8039,Bread
8040,Coffee
8041,"Bread, Mineral water, Drinking chocolate spoons , Coffee"
8042,Hot chocolate
8043,"Tea, Tea, Cake"
8044,"Tea, Coffee, Cake, Jammie Dodgers"
8045,Medialuna
8046,Scone
8047,"Hot chocolate, Cake"
8048,"Medialuna, Muffin, Spanish Brunch, Chicken Stew, Coffee"
8049,Farm House
8050,"Coffee, Cake"
8051,"Cake, Cookies, Tea, Coffee, Sandwich, Soup"
8052,"Coffee, Cookies"
8053,"Bread, Cake"
8054,"Coffee, Coffee, Spanish Brunch, Sandwich"
8055,"Coffee, Cookies"
8056,"Bread, Hot chocolate, Sandwich, Chocolates"
8057,"Pastry, Coffee"
8058,"Coffee, Jammie Dodgers"
8059,Coffee
8060,Cake
8061,"Pastry, Bread, Jam"
8062,Bread
8063,Tea
8064,"Tea, Coffee, Spanish Brunch"
8065,Afternoon with the baker
8066,Bread
8067,"Coffee, Cookies"
8068,"Coffee, Tea, Cookies, Cake"
8069,"Coffee, Coffee"
8070,"Coffee, Coffee"
8071,"Coffee, Coffee, Muffin"
8072,Bread
8073,Tea
8074,"Coffee, Pastry, Pastry"
8075,"Sandwich, Sandwich, Tea, Coffee"
8077,Bread
8078,"Tea, Cake"
8079,Coffee
8080,Baguette
8081,"Baguette, Scone"
8082,Coffee
8083,"Coffee, Coffee, Pastry, Pastry"
8084,"Coffee, Pastry"
8085,Pastry
8086,Bread
8087,"Pastry, Pastry, Coffee"
8088,"Tea, Bread"
8089,"Baguette, Coffee"
8090,Bread
8091,"Truffles, Tea, Soup, Salad, Cookies, Bread"
8092,Soup
8093,"Coffee, Soup, Afternoon with the baker"
8094,"Coffee, Afternoon with the baker, Spanish Brunch"
8095,Sandwich
8096,Coffee
8097,"Sandwich, Coffee"
8098,"Sandwich, Coffee"
8099,"Coffee, Sandwich"
8100,"Salad, Tea"
8101,Juice
8102,Sandwich
8103,"Tea, Coffee, Hot chocolate"
8104,"Coffee, Coffee, Soup"
8106,"Tea, Cake"
8107,"Cake, Bread"
8108,"Jammie Dodgers, Cake, Coffee, Coffee"
8109,"Coffee, Salad"
8110,Baguette
8111,"Coffee, Jammie Dodgers, Pastry"
8112,"Coffee, Cookies"
8113,"Coffee, Pastry, Farm House"
8114,Bread
8115,Coffee
8116,"Coffee, Baguette"
8117,"Coffee, Toast, Tea"
8118,Pastry
8119,Bread
8120,"Coffee, Coffee, Pastry"
8121,"Bread, Salad"
8122,"Bread, Pastry"
8123,Coffee
8124,"Bread, Coffee, Toast"
8126,Coffee
8127,Coffee
8129,"Gift voucher, Bread"
8130,"Pastry, Bread"
8131,Sandwich
8132,Mineral water
8133,"Coffee, Pastry"
8134,"Truffles, Chicken Stew"
8135,Pastry
8136,"Coffee, Jammie Dodgers, Sandwich"
8137,"Bread, Cookies"
8138,"Tea, Coffee, Medialuna"
8140,Chicken Stew
8141,Coffee
8142,"Tea, Juice, Sandwich, Chicken Stew"
8143,"Tea, Tea"
8144,"Bread, Sandwich, Cake"
8145,"Coffee, Muffin"
8146,"Coffee, Juice, Bakewell"
8147,"Cake, Cookies, Juice, Cookies"
8148,"Soup, Chicken Stew"
8149,"Coffee, Bakewell"
8150,"Juice, Coffee"
8151,"Coffee, Bread"
8152,"Tea, Bread"
8153,"Bakewell, Tea"
8154,"Coffee, Coffee, Cake"
8155,"Coffee, Coffee, Bakewell"
8156,"Coffee, Juice, Cookies, Cake"
8157,"Hot chocolate, Coffee, Sandwich, Cake"
8159,Medialuna
8160,Bread
8161,"Cake, Cake, Cookies, Jammie Dodgers, Vegan Feast"
8162,Bread
8163,Coffee
8164,Coffee
8165,"Bread, Baguette"
8166,"Bread, Coffee, Pastry"
8167,"Pastry, Coffee"
8169,Bread
8170,Bread
8171,"Cake, Pastry"
8172,Toast
8173,Hot chocolate
8174,Coffee
8175,"Coffee, Coffee, Sandwich"
8176,"Coffee, Cookies"
8177,"Coffee, Cake"
8178,Bread
8179,Bread
8180,"Bread, Jam, Christmas common"
8181,"Coffee, Coffee"
8182,"Coke, Salad"
8183,Extra Salami or Feta
8184,Cookies
8185,Cake
8186,"Truffles, Pastry"
8187,"Cookies, Baguette"
8188,Coffee
8189,Brownie
8190,"Coffee, Toast"
8191,"Tea, Tea, Cookies, Pastry"
8192,Coke
8193,"Brownie, Coffee"
8194,"Coffee, Cake"
8195,"Sandwich, Truffles, Cake"
8196,"Cake, Bakewell, Tea, Coffee"
8197,"Cake, Pastry, Hot chocolate, Coffee"
8198,Brownie
8199,"Coffee, Scone"
8200,"Cake, Baguette"
8201,"Coffee, Tea"
8202,"Coffee, Bread, Cake, Bread"
8203,Bread
8204,Bread
8205,"Coffee, Scone"
8206,"Bread, Coffee, Coffee"
8207,"Juice, Coffee, Cake"
8208,"Coffee, Brownie"
8209,"Baguette, Cookies"
8210,"Medialuna, Bread, Bread, Coffee, Mineral water"
8211,"Coffee, Cookies"
8212,"Coffee, Bread"
8213,"Coffee, Toast"
8214,"Bread, Pastry"
8215,"Bread, Coffee, Pastry"
8216,"Coffee, Bread, Toast"
8217,Coffee
8218,Farm House
8219,"Bread, Coffee, Pastry"
8220,"Coffee, Hot chocolate, Cookies"
8221,"Coffee, Toast, Granola"
8222,"Bread, Pastry"
8223,"Hot chocolate, Hot chocolate, Bread, Brownie"
8224,"Bread, Juice, Crisps"
8225,"Jammie Dodgers, Medialuna, Tea"
8226,"Bread, Jammie Dodgers"
8227,"Cherry me Dried fruit, Toast, Extra Salami or Feta, Hot chocolate, Coffee, Cake"
8228,Bread
8229,Farm House
8230,"Coffee, Medialuna"
8231,Baguette
8232,Scandinavian
8233,Sandwich
8234,Bread
8235,"Coffee, Toast, Tea"
8236,Bread
8237,Bread
8238,"Tea, Coffee, Bread"
8239,"Chicken Stew, Bread"
8240,Soup
8241,"Soup, Salad, Tea, Mineral water, Juice"
